Market Day,HourEnding,Region,MTLF (MWh),Actual Load (MWh)
07/26/2020,1,South,19159.0,19728.3
07/26/2020,2,Central,36846.0,37715.4
07/26/2020,2,MISO,71830.0,73382.5
07/26/2020,2,North,16565.0,16595.5
07/26/2020,2,South,18419.0,19071.7
07/26/2020,3,Central,35373.0,36312.3
07/26/2020,3,MISO,69220.0,70846.2
07/26/2020,3,North,15962.0,15987.0
07/26/2020,3,South,17885.0,18546.9
07/26/2020,4,Central,34501.0,35324.5
07/26/2020,4,MISO,67543.0,68948.8
07/26/2020,4,North,15533.0,15505.7
07/26/2020,4,South,17509.0,18118.7
07/26/2020,5,Central,34212.0,34729.4
07/26/2020,5,MISO,66810.0,67844.1
07/26/2020,5,North,15289.0,15234.2
07/26/2020,5,South,17309.0,17880.5
07/26/2020,6,Central,34037.0,34526.2
07/26/2020,6,MISO,66544.0,67532.5
07/26/2020,6,North,15196.0,15174.4
07/26/2020,6,South,17311.0,17831.9
07/26/2020,7,Central,34822.0,35154.0
07/26/2020,7,MISO,67246.0,68025.1
07/26/2020,7,North,15169.0,15187.6
07/26/2020,7,South,17255.0,17683.5
07/26/2020,8,Central,37567.0,37957.5
07/26/2020,8,MISO,71222.0,71682.2
07/26/2020,8,North,15926.0,15720.3
07/26/2020,8,South,17729.0,18004.5
07/26/2020,9,Central,41510.0,41978.9
07/26/2020,9,MISO,77376.0,77498.1
07/26/2020,9,North,17085.0,16615.1
07/26/2020,9,South,18781.0,18904.1
07/26/2020,10,Central,45667.0,46211.3
07/26/2020,10,MISO,83872.0,83750.9
07/26/2020,10,North,18192.0,17491.7
07/26/2020,10,South,20013.0,20048.0
07/26/2020,11,Central,49268.0,50112.5
07/26/2020,11,MISO,89610.0,89793.4
07/26/2020,11,North,19173.0,18371.2
07/26/2020,11,South,21169.0,21309.7
07/26/2020,12,Central,52351.0,53417.6
07/26/2020,12,MISO,94467.0,95032.2
07/26/2020,12,North,20044.0,19056.3
07/26/2020,12,South,22072.0,22558.3
07/26/2020,13,Central,54863.0,55717.4
07/26/2020,13,MISO,98284.0,98958.2
07/26/2020,13,North,20701.0,19641.0
07/26/2020,13,South,22720.0,23599.8
07/26/2020,14,Central,56752.0,57446.4
07/26/2020,14,MISO,101071.0,101610.7
07/26/2020,14,North,21161.0,20000.5
07/26/2020,14,South,23158.0,24163.9
07/26/2020,15,Central,58174.0,58892.8
07/26/2020,15,MISO,103000.0,103701.3
07/26/2020,15,North,21436.0,20377.4
07/26/2020,15,South,23390.0,24431.0
07/26/2020,16,Central,59394.0,60113.2
07/26/2020,16,MISO,104628.0,105406.4
07/26/2020,16,North,21730.0,20835.6
07/26/2020,16,South,23504.0,24457.7
07/26/2020,17,Central,60133.0,60912.0
07/26/2020,17,MISO,105640.0,106594.2
07/26/2020,17,North,21996.0,21315.7
07/26/2020,17,South,23511.0,24366.5
07/26/2020,18,Central,59917.0,60702.8
07/26/2020,18,MISO,105470.0,106689.2
07/26/2020,18,North,22221.0,21710.8
07/26/2020,18,South,23332.0,24275.5
07/26/2020,19,Central,58560.0,59353.8
07/26/2020,19,MISO,103663.0,104754.7
07/26/2020,19,North,22093.0,21543.7
07/26/2020,19,South,23010.0,23857.2
07/26/2020,20,Central,56392.0,57047.3
07/26/2020,20,MISO,100710.0,101274.0
07/26/2020,20,North,21705.0,21025.5
07/26/2020,20,South,22613.0,23201.2
07/26/2020,21,Central,54361.0,55242.3
07/26/2020,21,MISO,97728.0,98464.4
07/26/2020,21,North,21019.0,20242.7
07/26/2020,21,South,22348.0,22979.4
07/26/2020,22,Central,51707.0,52745.7
07/26/2020,22,MISO,93664.0,94602.2
07/26/2020,22,North,20236.0,19467.5
07/26/2020,22,South,21721.0,22389.1
07/26/2020,23,Central,47879.0,49309.4
07/26/2020,23,MISO,87439.0,88637.2
07/26/2020,23,North,18890.0,18103.3
07/26/2020,23,South,20670.0,21224.5
07/26/2020,24,Central,44431.0,46172.8
07/26/2020,24,MISO,81275.0,82919.4
07/26/2020,24,North,17368.0,16689.3
07/26/2020,24,South,19476.0,20057.3
07/27/2020,1,Central,42982.0,43759.0
07/27/2020,1,MISO,78474.0,78344.3
07/27/2020,1,North,16320.0,15555.5
07/27/2020,1,South,19172.0,19029.8
07/27/2020,2,Central,41115.0,41953.9
07/27/2020,2,MISO,75180.0,75152.9
07/27/2020,2,North,15585.0,14853.7
07/27/2020,2,South,18480.0,18345.3
07/27/2020,3,Central,39961.0,40731.6
07/27/2020,3,MISO,73062.0,73047.4
07/27/2020,3,North,15091.0,14407.3
07/27/2020,3,South,18010.0,17908.5
07/27/2020,4,Central,39601.0,40148.1
07/27/2020,4,MISO,72159.0,71990.3
07/27/2020,4,North,14837.0,14224.7
07/27/2020,4,South,17721.0,17617.5
07/27/2020,5,Central,40345.0,40839.7
07/27/2020,5,MISO,72972.0,72699.0
07/27/2020,5,North,14910.0,14302.2
07/27/2020,5,South,17717.0,17557.1
07/27/2020,6,Central,41912.0,42314.3
07/27/2020,6,MISO,75529.0,75117.4
07/27/2020,6,North,15509.0,14821.3
07/27/2020,6,South,18108.0,17981.9
07/27/2020,7,Central,44190.0,44459.1
07/27/2020,7,MISO,79284.0,78601.3
07/27/2020,7,North,16540.0,15695.3
07/27/2020,7,South,18554.0,18446.9
07/27/2020,8,Central,47474.0,47420.5
07/27/2020,8,MISO,84218.0,83109.2
07/27/2020,8,North,17573.0,16751.1
07/27/2020,8,South,19171.0,18937.6
07/27/2020,9,Central,50645.0,50108.8
07/27/2020,9,MISO,88977.0,87500.4
07/27/2020,9,North,18282.0,17594.1
07/27/2020,9,South,20050.0,19797.5
07/27/2020,10,Central,53424.0,52677.2
07/27/2020,10,MISO,93301.0,91704.6
07/27/2020,10,North,18823.0,18238.3
07/27/2020,10,South,21054.0,20789.1
07/27/2020,11,Central,55930.0,54651.8
07/27/2020,11,MISO,97557.0,95407.4
07/27/2020,11,North,19450.0,18951.9
07/27/2020,11,South,22177.0,21803.6
07/27/2020,12,Central,57748.0,56265.1
07/27/2020,12,MISO,100902.0,98827.7
07/27/2020,12,North,20003.0,19701.0
07/27/2020,12,South,23151.0,22861.7
07/27/2020,13,Central,58992.0,57516.9
07/27/2020,13,MISO,103397.0,101756.1
07/27/2020,13,North,20484.0,20369.4
07/27/2020,13,South,23921.0,23869.8
07/27/2020,14,Central,59570.0,58398.5
07/27/2020,14,MISO,105039.0,103875.4
07/27/2020,14,North,20956.0,20906.1
07/27/2020,14,South,24513.0,24570.8
07/27/2020,15,Central,59599.0,58246.7
07/27/2020,15,MISO,105643.0,104620.8
07/27/2020,15,North,21283.0,21162.9
07/27/2020,15,South,24761.0,25211.2
07/27/2020,16,Central,59337.0,57100.7
07/27/2020,16,MISO,105695.0,104275.4
07/27/2020,16,North,21578.0,21447.5
07/27/2020,16,South,24780.0,25727.2
07/27/2020,17,Central,58848.0,56283.6
07/27/2020,17,MISO,105404.0,103775.0
07/27/2020,17,North,21892.0,21693.0
07/27/2020,17,South,24664.0,25798.4
07/27/2020,18,Central,57823.0,55333.6
07/27/2020,18,MISO,104235.0,103004.4
07/27/2020,18,North,22033.0,21909.1
07/27/2020,18,South,24379.0,25761.6
07/27/2020,19,Central,56085.0,53974.3
07/27/2020,19,MISO,101741.0,101086.3
07/27/2020,19,North,21763.0,21815.4
07/27/2020,19,South,23893.0,25296.6
07/27/2020,20,Central,54169.0,51870.8
07/27/2020,20,MISO,98667.0,97572.9
07/27/2020,20,North,21174.0,21242.6
07/27/2020,20,South,23324.0,24459.5
07/27/2020,21,Central,52116.0,50056.5
07/27/2020,21,MISO,95436.0,94477.3
07/27/2020,21,North,20342.0,20343.5
07/27/2020,21,South,22978.0,24077.4
07/27/2020,22,Central,49384.0,47482.2
07/27/2020,22,MISO,91453.0,90349.8
07/27/2020,22,North,19723.0,19592.3
07/27/2020,22,South,22346.0,23275.3
07/27/2020,23,Central,45445.0,43995.5
07/27/2020,23,MISO,85152.0,84092.5
07/27/2020,23,North,18443.0,18172.8
07/27/2020,23,South,21264.0,21924.2
07/27/2020,24,Central,41999.0,40853.0
07/27/2020,24,MISO,79123.0,78180.5
07/27/2020,24,North,17040.0,16688.9
07/27/2020,24,South,20084.0,20638.7
07/28/2020,1,Central,39055.0,38388.5
07/28/2020,1,MISO,74183.0,73587.2
07/28/2020,1,North,15764.0,15653.3
07/28/2020,1,South,19364.0,19545.4
07/28/2020,2,Central,37339.0,36660.5
07/28/2020,2,MISO,70925.0,70382.2
07/28/2020,2,North,14965.0,14920.2
07/28/2020,2,South,18621.0,18801.6
07/28/2020,3,Central,36237.0,35498.8
07/28/2020,3,MISO,68829.0,68207.6
07/28/2020,3,North,14471.0,14523.1
07/28/2020,3,South,18121.0,18185.7
07/28/2020,4,Central,35831.0,35112.6
07/28/2020,4,MISO,67894.0,67260.3
07/28/2020,4,North,14236.0,14195.7
07/28/2020,4,South,17827.0,17952.1
07/28/2020,5,Central,36377.0,35851.1
07/28/2020,5,MISO,68451.0,68099.1
07/28/2020,5,North,14289.0,14256.8
07/28/2020,5,South,17785.0,17991.2
07/28/2020,6,Central,37557.0,37211.4
07/28/2020,6,MISO,70526.0,70355.6
07/28/2020,6,North,14821.0,14871.0
07/28/2020,6,South,18148.0,18273.3
07/28/2020,7,Central,39434.0,39227.2
07/28/2020,7,MISO,73731.0,73712.8
07/28/2020,7,North,15723.0,15734.1
07/28/2020,7,South,18574.0,18751.5
07/28/2020,8,Central,42028.0,42145.1
07/28/2020,8,MISO,78016.0,78452.3
07/28/2020,8,North,16766.0,16821.6
07/28/2020,8,South,19222.0,19485.6
07/28/2020,9,Central,44620.0,45081.8
07/28/2020,9,MISO,82346.0,83298.8
07/28/2020,9,North,17529.0,17727.5
07/28/2020,9,South,20197.0,20489.6
07/28/2020,10,Central,47174.0,47936.7
07/28/2020,10,MISO,86666.0,88206.9
07/28/2020,10,North,18166.0,18541.9
07/28/2020,10,South,21326.0,21728.4
07/28/2020,11,Central,49588.0,50253.2
07/28/2020,11,MISO,90919.0,92803.0
07/28/2020,11,North,18848.0,19480.9
07/28/2020,11,South,22483.0,23068.9
07/28/2020,12,Central,51792.0,52385.4
07/28/2020,12,MISO,94758.0,97036.1
07/28/2020,12,North,19477.0,20310.1
07/28/2020,12,South,23489.0,24340.6
07/28/2020,13,Central,53750.0,54185.4
07/28/2020,13,MISO,98075.0,100525.2
07/28/2020,13,North,20047.0,21064.0
07/28/2020,13,South,24278.0,25275.8
07/28/2020,14,Central,55243.0,55709.0
07/28/2020,14,MISO,100777.0,103149.4
07/28/2020,14,North,20676.0,21479.7
07/28/2020,14,South,24858.0,25960.8
07/28/2020,15,Central,56178.0,56842.2
07/28/2020,15,MISO,102456.0,105029.9
07/28/2020,15,North,21158.0,21812.2
07/28/2020,15,South,25120.0,26375.5
07/28/2020,16,Central,56726.0,57696.1
07/28/2020,16,MISO,103450.0,106243.5
07/28/2020,16,North,21553.0,22074.0
07/28/2020,16,South,25171.0,26473.4
07/28/2020,17,Central,56860.0,58108.1
07/28/2020,17,MISO,103875.0,106605.4
07/28/2020,17,North,21913.0,22294.9
07/28/2020,17,South,25102.0,26202.4
07/28/2020,18,Central,56254.0,57799.5
07/28/2020,18,MISO,103309.0,106150.0
07/28/2020,18,North,22156.0,22507.7
07/28/2020,18,South,24899.0,25842.9
07/28/2020,19,Central,54700.0,56209.6
07/28/2020,19,MISO,101252.0,103802.2
07/28/2020,19,North,22014.0,22295.7
07/28/2020,19,South,24538.0,25297.0
07/28/2020,20,Central,52331.0,53526.6
07/28/2020,20,MISO,97739.0,99740.5
07/28/2020,20,North,21448.0,21683.4
07/28/2020,20,South,23960.0,24530.5
07/28/2020,21,Central,50317.0,51252.5
07/28/2020,21,MISO,94633.0,96251.5
07/28/2020,21,North,20665.0,20847.0
07/28/2020,21,South,23651.0,24152.0
07/28/2020,22,Central,47598.0,48438.7
07/28/2020,22,MISO,90564.0,91862.5
07/28/2020,22,North,19975.0,20060.9
07/28/2020,22,South,22991.0,23362.9
07/28/2020,23,Central,43723.0,44719.8
07/28/2020,23,MISO,84198.0,85420.7
07/28/2020,23,North,18609.0,18676.0
07/28/2020,23,South,21866.0,22024.8
07/28/2020,24,Central,40340.0,41438.8
07/28/2020,24,MISO,78091.0,79313.0
07/28/2020,24,North,17126.0,17120.6
07/28/2020,24,South,20625.0,20753.6
07/29/2020,1,Central,38569.0,38884.5
07/29/2020,1,MISO,74807.0,74667.4
07/29/2020,1,North,16337.0,16018.8
07/29/2020,1,South,19901.0,19764.2
07/29/2020,2,Central,36772.0,37282.5
07/29/2020,2,MISO,71343.0,71577.3
07/29/2020,2,North,15466.0,15254.3
07/29/2020,2,South,19105.0,19040.5
07/29/2020,3,Central,35637.0,36084.9
07/29/2020,3,MISO,69105.0,69334.0
07/29/2020,3,North,14926.0,14692.0
07/29/2020,3,South,18542.0,18557.1
07/29/2020,4,Central,35284.0,35564.6
07/29/2020,4,MISO,68125.0,68152.1
07/29/2020,4,North,14635.0,14395.9
07/29/2020,4,South,18206.0,18191.5
07/29/2020,5,Central,36060.0,36153.8
07/29/2020,5,MISO,68930.0,68725.7
07/29/2020,5,North,14684.0,14432.9
07/29/2020,5,South,18186.0,18139.0
07/29/2020,6,Central,37665.0,37724.9
07/29/2020,6,MISO,71425.0,71276.7
07/29/2020,6,North,15228.0,14978.9
07/29/2020,6,South,18532.0,18572.9
07/29/2020,7,Central,39776.0,39724.6
07/29/2020,7,MISO,74839.0,74683.2
07/29/2020,7,North,16154.0,15822.7
07/29/2020,7,South,18909.0,19136.0
07/29/2020,8,Central,42412.0,42903.6
07/29/2020,8,MISO,79352.0,79671.9
07/29/2020,8,North,17300.0,16992.3
07/29/2020,8,South,19640.0,19776.1
07/29/2020,9,Central,45132.0,46015.5
07/29/2020,9,MISO,84040.0,85039.5
07/29/2020,9,North,18097.0,17955.9
07/29/2020,9,South,20811.0,21068.1
07/29/2020,10,Central,47904.0,48933.0
07/29/2020,10,MISO,88832.0,90377.7
07/29/2020,10,North,18717.0,18825.9
07/29/2020,10,South,22211.0,22618.9
07/29/2020,11,Central,50555.0,51937.4
07/29/2020,11,MISO,93681.0,95982.5
07/29/2020,11,North,19445.0,19717.3
07/29/2020,11,South,23681.0,24327.8
07/29/2020,12,Central,52861.0,54682.8
07/29/2020,12,MISO,97923.0,101050.7
07/29/2020,12,North,20147.0,20540.1
07/29/2020,12,South,24915.0,25827.7
07/29/2020,13,Central,54781.0,56889.6
07/29/2020,13,MISO,101403.0,105073.1
07/29/2020,13,North,20776.0,21213.1
07/29/2020,13,South,25846.0,26970.4
07/29/2020,14,Central,56175.0,58430.7
07/29/2020,14,MISO,104043.0,107707.6
07/29/2020,14,North,21407.0,21737.1
07/29/2020,14,South,26461.0,27539.8
07/29/2020,15,Central,56947.0,58967.4
07/29/2020,15,MISO,105473.0,108636.1
07/29/2020,15,North,21824.0,22025.0
07/29/2020,15,South,26702.0,27643.7
07/29/2020,16,Central,57348.0,58855.4
07/29/2020,16,MISO,106193.0,108599.5
07/29/2020,16,North,22110.0,22209.4
07/29/2020,16,South,26735.0,27534.7
07/29/2020,17,Central,57385.0,58682.0
07/29/2020,17,MISO,106429.0,108345.0
07/29/2020,17,North,22369.0,22352.6
07/29/2020,17,South,26675.0,27310.4
07/29/2020,18,Central,56681.0,57960.2
07/29/2020,18,MISO,105563.0,107184.8
07/29/2020,18,North,22493.0,22278.1
07/29/2020,18,South,26389.0,26946.5
07/29/2020,19,Central,55100.0,56034.5
07/29/2020,19,MISO,103198.0,104208.4
07/29/2020,19,North,22243.0,21900.3
07/29/2020,19,South,25855.0,26273.6
07/29/2020,20,Central,52975.0,53546.6
07/29/2020,20,MISO,99735.0,100201.9
07/29/2020,20,North,21621.0,21311.9
07/29/2020,20,South,25139.0,25343.5
07/29/2020,21,Central,51056.0,51822.5
07/29/2020,21,MISO,96559.0,97365.9
07/29/2020,21,North,20883.0,20631.9
07/29/2020,21,South,24620.0,24911.6
07/29/2020,22,Central,48364.0,49021.0
07/29/2020,22,MISO,92372.0,92991.6
07/29/2020,22,North,20182.0,19906.0
07/29/2020,22,South,23826.0,24064.6
07/29/2020,23,Central,44536.0,45329.9
07/29/2020,23,MISO,85893.0,86704.0
07/29/2020,23,North,18807.0,18604.9
07/29/2020,23,South,22550.0,22769.2
07/29/2020,24,Central,41153.0,42078.1
07/29/2020,24,MISO,79671.0,80658.7
07/29/2020,24,North,17322.0,17140.5
07/29/2020,24,South,21196.0,21440.2
07/30/2020,1,Central,39565.0,39663.5
07/30/2020,1,MISO,76344.0,76072.6
07/30/2020,1,North,16241.0,16068.3
07/30/2020,1,South,20538.0,20340.7
07/30/2020,2,Central,37714.0,37886.4
07/30/2020,2,MISO,72785.0,72767.2
07/30/2020,2,North,15382.0,15270.8
07/30/2020,2,South,19689.0,19610.1
07/30/2020,3,Central,36503.0,36742.3
07/30/2020,3,MISO,70419.0,70602.7
07/30/2020,3,North,14817.0,14724.7
07/30/2020,3,South,19099.0,19135.7
07/30/2020,4,Central,36022.0,36243.0
07/30/2020,4,MISO,69291.0,69458.0
07/30/2020,4,North,14523.0,14415.1
07/30/2020,4,South,18746.0,18800.0
07/30/2020,5,Central,36653.0,36931.5
07/30/2020,5,MISO,69910.0,70132.5
07/30/2020,5,North,14582.0,14403.1
07/30/2020,5,South,18675.0,18797.9
07/30/2020,6,Central,38260.0,38481.4
07/30/2020,6,MISO,72451.0,72573.7
07/30/2020,6,North,15127.0,14940.7
07/30/2020,6,South,19064.0,19151.6
07/30/2020,7,Central,40278.0,40443.3
07/30/2020,7,MISO,75803.0,75960.1
07/30/2020,7,North,15982.0,15794.9
07/30/2020,7,South,19543.0,19721.9
07/30/2020,8,Central,42596.0,42628.6
07/30/2020,8,MISO,79784.0,79675.6
07/30/2020,8,North,16957.0,16760.3
07/30/2020,8,South,20231.0,20286.7
07/30/2020,9,Central,44871.0,44552.1
07/30/2020,9,MISO,83857.0,83369.5
07/30/2020,9,North,17636.0,17521.0
07/30/2020,9,South,21350.0,21296.4
07/30/2020,10,Central,47115.0,46527.1
07/30/2020,10,MISO,88067.0,87588.0
07/30/2020,10,North,18207.0,18180.5
07/30/2020,10,South,22745.0,22880.4
07/30/2020,11,Central,49238.0,48121.5
07/30/2020,11,MISO,92382.0,91363.2
07/30/2020,11,North,18830.0,18804.8
07/30/2020,11,South,24314.0,24437.0
07/30/2020,12,Central,50920.0,49666.9
07/30/2020,12,MISO,96056.0,95210.1
07/30/2020,12,North,19369.0,19573.1
07/30/2020,12,South,25767.0,25970.1
07/30/2020,13,Central,52185.0,50738.0
07/30/2020,13,MISO,98953.0,98082.2
07/30/2020,13,North,19809.0,20140.6
07/30/2020,13,South,26959.0,27203.6
07/30/2020,14,Central,53065.0,51433.4
07/30/2020,14,MISO,101183.0,100212.5
07/30/2020,14,North,20246.0,20638.7
07/30/2020,14,South,27872.0,28140.3
07/30/2020,15,Central,53475.0,51863.9
07/30/2020,15,MISO,102379.0,101725.0
07/30/2020,15,North,20494.0,20904.5
07/30/2020,15,South,28410.0,28956.6
07/30/2020,16,Central,53615.0,51839.5
07/30/2020,16,MISO,103007.0,102407.2
07/30/2020,16,North,20697.0,21050.2
07/30/2020,16,South,28695.0,29517.5
07/30/2020,17,Central,53469.0,51544.1
07/30/2020,17,MISO,103084.0,102238.3
07/30/2020,17,North,20908.0,21216.8
07/30/2020,17,South,28707.0,29477.5
07/30/2020,18,Central,52763.0,50568.7
07/30/2020,18,MISO,102159.0,100932.3
07/30/2020,18,North,21043.0,21332.2
07/30/2020,18,South,28353.0,29031.5
07/30/2020,19,Central,51341.0,48979.3
07/30/2020,19,MISO,99914.0,98438.0
07/30/2020,19,North,20897.0,21129.9
07/30/2020,19,South,27676.0,28328.9
07/30/2020,20,Central,49520.0,47095.8
07/30/2020,20,MISO,96745.0,94966.4
07/30/2020,20,North,20464.0,20564.0
07/30/2020,20,South,26761.0,27306.6
07/30/2020,21,Central,47972.0,46094.0
07/30/2020,21,MISO,93897.0,92568.3
07/30/2020,21,North,19824.0,19903.5
07/30/2020,21,South,26101.0,26570.8
07/30/2020,22,Central,45567.0,44081.5
07/30/2020,22,MISO,89966.0,89008.9
07/30/2020,22,North,19249.0,19310.8
07/30/2020,22,South,25150.0,25616.6
07/30/2020,23,Central,42211.0,41074.2
07/30/2020,23,MISO,83926.0,83133.4
07/30/2020,23,North,18020.0,17999.7
07/30/2020,23,South,23695.0,24059.6
07/30/2020,24,Central,39276.0,38270.2
07/30/2020,24,MISO,78124.0,77430.3
07/30/2020,24,North,16654.0,16556.9
07/30/2020,24,South,22194.0,22603.3
07/31/2020,1,Central,35977.0,36153.9
07/31/2020,1,MISO,72631.0,72971.5
07/31/2020,1,North,15620.0,15444.5
07/31/2020,1,South,21034.0,21373.0
07/31/2020,2,Central,34473.0,34689.1
07/31/2020,2,MISO,69434.0,69817.5
07/31/2020,2,North,14828.0,14682.3
07/31/2020,2,South,20133.0,20446.1
07/31/2020,3,Central,33549.0,33587.8
07/31/2020,3,MISO,67358.0,67545.0
07/31/2020,3,North,14322.0,14196.1
07/31/2020,3,South,19487.0,19761.1
07/31/2020,4,Central,33224.0,33277.4
07/31/2020,4,MISO,66361.0,66475.3
07/31/2020,4,North,14077.0,13898.3
07/31/2020,4,South,19060.0,19299.6
07/31/2020,5,Central,33826.0,33887.1
07/31/2020,5,MISO,66889.0,66932.7
07/31/2020,5,North,14147.0,13926.8
07/31/2020,5,South,18916.0,19118.8
07/31/2020,6,Central,35196.0,35307.8
07/31/2020,6,MISO,69029.0,69023.0
07/31/2020,6,North,14629.0,14444.0
07/31/2020,6,South,19204.0,19271.2
07/31/2020,7,Central,37074.0,37022.5
07/31/2020,7,MISO,72087.0,71734.0
07/31/2020,7,North,15420.0,15143.5
07/31/2020,7,South,19593.0,19567.9
07/31/2020,8,Central,39293.0,39409.5
07/31/2020,8,MISO,75851.0,75602.7
07/31/2020,8,North,16399.0,16121.3
07/31/2020,8,South,20159.0,20071.9
07/31/2020,9,Central,41243.0,41642.0
07/31/2020,9,MISO,79605.0,79863.0
07/31/2020,9,North,17113.0,16960.8
07/31/2020,9,South,21249.0,21260.2
07/31/2020,10,Central,43068.0,43496.2
07/31/2020,10,MISO,83405.0,83876.5
07/31/2020,10,North,17707.0,17673.9
07/31/2020,10,South,22630.0,22706.3
07/31/2020,11,Central,44852.0,45029.6
07/31/2020,11,MISO,87208.0,87632.3
07/31/2020,11,North,18329.0,18404.6
07/31/2020,11,South,24027.0,24198.0
07/31/2020,12,Central,46461.0,46409.4
07/31/2020,12,MISO,90642.0,91020.4
07/31/2020,12,North,18884.0,19057.0
07/31/2020,12,South,25297.0,25554.0
07/31/2020,13,Central,47777.0,47663.3
07/31/2020,13,MISO,93527.0,93808.3
07/31/2020,13,North,19360.0,19547.8
07/31/2020,13,South,26390.0,26597.2
07/31/2020,14,Central,48728.0,48662.0
07/31/2020,14,MISO,95851.0,96136.3
07/31/2020,14,North,19880.0,20008.5
07/31/2020,14,South,27243.0,27465.9
07/31/2020,15,Central,49304.0,49114.0
07/31/2020,15,MISO,97257.0,97349.1
07/31/2020,15,North,20246.0,20314.0
07/31/2020,15,South,27707.0,27921.0
07/31/2020,16,Central,49628.0,49243.4
07/31/2020,16,MISO,98055.0,97932.8
07/31/2020,16,North,20525.0,20501.2
07/31/2020,16,South,27902.0,28188.3
07/31/2020,17,Central,49559.0,48964.4
07/31/2020,17,MISO,98177.0,97581.2
07/31/2020,17,North,20786.0,20681.3
07/31/2020,17,South,27832.0,27935.5
07/31/2020,18,Central,48829.0,47943.2
07/31/2020,18,MISO,97168.0,95962.6
07/31/2020,18,North,20916.0,20776.5
07/31/2020,18,South,27423.0,27243.0
07/31/2020,19,Central,47371.0,46467.2
07/31/2020,19,MISO,94747.0,93409.2
07/31/2020,19,North,20698.0,20661.1
07/31/2020,19,South,26678.0,26281.0
07/31/2020,20,Central,45617.0,44627.1
07/31/2020,20,MISO,91432.0,89757.2
07/31/2020,20,North,20142.0,20107.9
07/31/2020,20,South,25673.0,25022.3
07/31/2020,21,Central,44185.0,43655.5
07/31/2020,21,MISO,88596.0,87262.3
07/31/2020,21,North,19397.0,19296.2
07/31/2020,21,South,25014.0,24310.5
07/31/2020,22,Central,42040.0,41792.5
07/31/2020,22,MISO,85015.0,83887.5
07/31/2020,22,North,18840.0,18756.3
07/31/2020,22,South,24135.0,23338.7
07/31/2020,23,Central,38890.0,39003.5
07/31/2020,23,MISO,79417.0,78698.7
07/31/2020,23,North,17718.0,17584.3
07/31/2020,23,South,22809.0,22110.9
07/31/2020,24,Central,36039.0,36356.6
07/31/2020,24,MISO,73895.0,73510.3
07/31/2020,24,North,16418.0,16266.4
07/31/2020,24,South,21438.0,20887.3
08/01/2020,1,Central,33989.0,34426.3
08/01/2020,1,MISO,69779.0,69499.1
08/01/2020,1,North,15340.0,15185.6
08/01/2020,1,South,20450.0,19887.3
08/01/2020,2,Central,32463.0,32915.2
08/01/2020,2,MISO,66597.0,66463.7
08/01/2020,2,North,14559.0,14476.6
08/01/2020,2,South,19575.0,19071.9
08/01/2020,3,Central,31457.0,31890.8
08/01/2020,3,MISO,64449.0,64384.7
08/01/2020,3,North,14066.0,13977.2
08/01/2020,3,South,18926.0,18516.6
08/01/2020,4,Central,30940.0,31358.5
08/01/2020,4,MISO,63159.0,63136.9
08/01/2020,4,North,13761.0,13696.0
08/01/2020,4,South,18458.0,18082.4
08/01/2020,5,Central,30967.0,31333.6
08/01/2020,5,MISO,62737.0,62649.4
08/01/2020,5,North,13618.0,13510.6
08/01/2020,5,South,18152.0,17805.2
08/01/2020,6,Central,31263.0,31770.7
08/01/2020,6,MISO,62981.0,63165.1
08/01/2020,6,North,13669.0,13595.5
08/01/2020,6,South,18049.0,17798.9
08/01/2020,7,Central,31830.0,32423.1
08/01/2020,7,MISO,63540.0,63916.9
08/01/2020,7,North,13802.0,13776.1
08/01/2020,7,South,17908.0,17717.7
08/01/2020,8,Central,33576.0,33997.8
08/01/2020,8,MISO,66166.0,66408.6
08/01/2020,8,North,14277.0,14403.9
08/01/2020,8,South,18313.0,18006.9
08/01/2020,9,Central,35846.0,36079.8
08/01/2020,9,MISO,70428.0,70306.1
08/01/2020,9,North,15073.0,15235.3
08/01/2020,9,South,19509.0,18991.0
08/01/2020,10,Central,38015.0,38159.9
08/01/2020,10,MISO,74888.0,74268.6
08/01/2020,10,North,15912.0,16148.2
08/01/2020,10,South,20961.0,19960.5
08/01/2020,11,Central,39786.0,39809.4
08/01/2020,11,MISO,78841.0,77774.2
08/01/2020,11,North,16646.0,16984.0
08/01/2020,11,South,22409.0,20980.9
08/01/2020,12,Central,41200.0,41124.9
08/01/2020,12,MISO,82112.0,81019.5
08/01/2020,12,North,17246.0,17706.8
08/01/2020,12,South,23666.0,22187.8
08/01/2020,13,Central,42274.0,41861.2
08/01/2020,13,MISO,84646.0,83265.1
08/01/2020,13,North,17685.0,18175.3
08/01/2020,13,South,24687.0,23228.6
08/01/2020,14,Central,43026.0,41995.4
08/01/2020,14,MISO,86568.0,84585.1
08/01/2020,14,North,18105.0,18429.0
08/01/2020,14,South,25437.0,24160.7
08/01/2020,15,Central,43573.0,41985.1
08/01/2020,15,MISO,87980.0,85452.8
08/01/2020,15,North,18505.0,18655.9
08/01/2020,15,South,25902.0,24811.7
08/01/2020,16,Central,44058.0,42121.7
08/01/2020,16,MISO,89140.0,86349.4
08/01/2020,16,North,18891.0,18867.2
08/01/2020,16,South,26191.0,25360.5
08/01/2020,17,Central,44225.0,42258.5
08/01/2020,17,MISO,89678.0,86991.8
08/01/2020,17,North,19232.0,19031.7
08/01/2020,17,South,26221.0,25701.6
08/01/2020,18,Central,43798.0,41971.2
