Year,State,Attribute,Model Parameters,Prediction Years Out,Prediction,Confidence Interval,AIC,AICc,BIC,Actual,Error,Absolute Error
2019,KY,Total,"(1, 2, 0)",2,620.9176206586199,[620.91757683 620.91766448],-44.718780438569695,-80.7187804385697,-52.83126984055671,804,-183.08237934138015,183.08237934138015
2020,KY,Total,"(1, 2, 0)",3,764.2481093663228,[764.24803603 764.2481827 ],-44.718780438569695,-80.7187804385697,-52.83126984055671,929,-164.75189063367725,164.75189063367725
2021,KY,Total,"(1, 2, 0)",4,925.8138052889772,[925.81369794 925.81391264],-44.718780438569695,-80.7187804385697,-52.83126984055671,2125,-1199.1861947110228,1199.1861947110228
2018,KY,Total,"(1, 2, 1)",1,479.59202627696504,[479.59200668 479.59204588],-42.718780438569695,-79.38544710523637,-51.73265755188859,787,-307.40797372303496,307.40797372303496
2019,KY,Total,"(1, 2, 1)",2,620.9176206586199,[620.91757683 620.91766448],-42.718780438569695,-79.38544710523637,-51.73265755188859,804,-183.08237934138015,183.08237934138015
2020,KY,Total,"(1, 2, 1)",3,764.2481093663228,[764.24803603 764.2481827 ],-42.718780438569695,-79.38544710523637,-51.73265755188859,929,-164.75189063367725,164.75189063367725
2021,KY,Total,"(1, 2, 1)",4,925.8138052889772,[925.81369794 925.81391264],-42.718780438569695,-79.38544710523637,-51.73265755188859,2125,-1199.1861947110228,1199.1861947110228
2018,KY,Total,"(1, 2, 2)",1,479.59202627696504,[479.59200668 479.59204588],-40.718780438569695,-78.43306615285542,-50.634045263220486,787,-307.40797372303496,307.40797372303496
2019,KY,Total,"(1, 2, 2)",2,620.9176206586199,[620.91757683 620.91766448],-40.718780438569695,-78.43306615285542,-50.634045263220486,804,-183.08237934138015,183.08237934138015
2020,KY,Total,"(1, 2, 2)",3,764.2481093663228,[764.24803603 764.2481827 ],-40.718780438569695,-78.43306615285542,-50.634045263220486,929,-164.75189063367725,164.75189063367725
2021,KY,Total,"(1, 2, 2)",4,925.8138052889772,[925.81369794 925.81391264],-40.718780438569695,-78.43306615285542,-50.634045263220486,2125,-1199.1861947110228,1199.1861947110228
2018,KY,Total,"(2, 1, 0)",1,-288.9979386602063,[-288.99795826 -288.99791906],-45.98022469231634,-82.64689135898301,-52.11728108111743,787,-1075.9979386602063,1075.9979386602063
2019,KY,Total,"(2, 1, 0)",2,-638.7330758043099,[-638.7330986  -638.73305301],-45.98022469231634,-82.64689135898301,-52.11728108111743,804,-1442.73307580431,1442.73307580431
2020,KY,Total,"(2, 1, 0)",3,-2308.2638821315486,[-2308.26391063 -2308.26385363],-45.98022469231634,-82.64689135898301,-52.11728108111743,929,-3237.2638821315486,3237.2638821315486
2021,KY,Total,"(2, 1, 0)",4,-1026.2383893164806,[-1026.23842105 -1026.23835758],-45.98022469231634,-82.64689135898301,-52.11728108111743,2125,-3151.2383893164806,3151.2383893164806
2018,KY,Total,"(2, 1, 1)",1,-288.9979386602063,[-288.99795826 -288.99791906],-41.56392158788283,-79.27820730216854,-48.314683615564036,787,-1075.9979386602063,1075.9979386602063
2019,KY,Total,"(2, 1, 1)",2,-638.7330758043099,[-638.73310352 -638.73304809],-41.56392158788283,-79.27820730216854,-48.314683615564036,804,-1442.73307580431,1442.73307580431
2020,KY,Total,"(2, 1, 1)",3,-2308.2638821315486,[-2308.26391608 -2308.26384818],-41.56392158788283,-79.27820730216854,-48.314683615564036,929,-3237.2638821315486,3237.2638821315486
2021,KY,Total,"(2, 1, 1)",4,-1026.2383893164806,[-1026.23842852 -1026.23835012],-41.56392158788283,-79.27820730216854,-48.314683615564036,2125,-3151.2383893164806,3151.2383893164806
2018,KY,Total,"(2, 1, 2)",1,-288.9979386602063,[-288.99795826 -288.99791906],-39.56392158788283,-78.56392158788283,-46.92838925444414,787,-1075.9979386602063,1075.9979386602063
2019,KY,Total,"(2, 1, 2)",2,-638.7330758043099,[-638.73310352 -638.73304809],-39.56392158788283,-78.56392158788283,-46.92838925444414,804,-1442.73307580431,1442.73307580431
2020,KY,Total,"(2, 1, 2)",3,-2308.2638821315486,[-2308.26391608 -2308.26384818],-39.56392158788283,-78.56392158788283,-46.92838925444414,929,-3237.2638821315486,3237.2638821315486
2021,KY,Total,"(2, 1, 2)",4,-1026.2383893164806,[-1026.23842852 -1026.23835012],-39.56392158788283,-78.56392158788283,-46.92838925444414,2125,-3151.2383893164806,3151.2383893164806
2018,KY,Total,"(2, 2, 0)",1,479.59202627696504,[479.59200668 479.59204588],-42.718780438569695,-79.38544710523637,-51.73265755188859,787,-307.40797372303496,307.40797372303496
2019,KY,Total,"(2, 2, 0)",2,620.9176206586199,[620.91757683 620.91766448],-42.718780438569695,-79.38544710523637,-51.73265755188859,804,-183.08237934138015,183.08237934138015
2020,KY,Total,"(2, 2, 0)",3,764.2481093663228,[764.24803603 764.2481827 ],-42.718780438569695,-79.38544710523637,-51.73265755188859,929,-164.75189063367725,164.75189063367725
2021,KY,Total,"(2, 2, 0)",4,925.8138052889772,[925.81369794 925.81391264],-42.718780438569695,-79.38544710523637,-51.73265755188859,2125,-1199.1861947110228,1199.1861947110228
2018,KY,Total,"(2, 2, 1)",1,479.59202627696504,[479.59200668 479.59204588],-40.718780438569695,-78.43306615285542,-50.634045263220486,787,-307.40797372303496,307.40797372303496
2019,KY,Total,"(2, 2, 1)",2,620.9176206586199,[620.91757683 620.91766448],-40.718780438569695,-78.43306615285542,-50.634045263220486,804,-183.08237934138015,183.08237934138015
2020,KY,Total,"(2, 2, 1)",3,764.2481093663228,[764.24803603 764.2481827 ],-40.718780438569695,-78.43306615285542,-50.634045263220486,929,-164.75189063367725,164.75189063367725
2021,KY,Total,"(2, 2, 1)",4,925.8138052889772,[925.81369794 925.81391264],-40.718780438569695,-78.43306615285542,-50.634045263220486,2125,-1199.1861947110228,1199.1861947110228
2018,KY,Total,"(2, 2, 2)",1,479.59202627696504,[479.59200668 479.59204588],-38.718780438569695,-77.7187804385697,-49.53543297455238,787,-307.40797372303496,307.40797372303496
2019,KY,Total,"(2, 2, 2)",2,620.9176206586199,[620.91757683 620.91766448],-38.718780438569695,-77.7187804385697,-49.53543297455238,804,-183.08237934138015,183.08237934138015
2020,KY,Total,"(2, 2, 2)",3,764.2481093663228,[764.24803603 764.2481827 ],-38.718780438569695,-77.7187804385697,-49.53543297455238,929,-164.75189063367725,164.75189063367725
2021,KY,Total,"(2, 2, 2)",4,925.8138052889772,[925.81369794 925.81391264],-38.718780438569695,-77.7187804385697,-49.53543297455238,2125,-1199.1861947110228,1199.1861947110228
2018,LA,Total,"(0, 1, 0)",1,281.6640861907217,[281.66406659 281.66410579],-47.56392159059294,-83.56392159059294,-52.473566701633814,613,-331.3359138092783,331.3359138092783
2019,LA,Total,"(0, 1, 0)",2,274.9859496036406,[274.98592189 274.98597732],-47.56392159059294,-83.56392159059294,-52.473566701633814,720,-445.0140503963594,445.0140503963594
2020,LA,Total,"(0, 1, 0)",3,262.96395766191563,[262.96392371 262.96399161],-47.56392159059294,-83.56392159059294,-52.473566701633814,652,-389.03604233808437,389.03604233808437
2021,LA,Total,"(0, 1, 0)",4,245.59811036555402,[245.59807117 245.59814956],-47.56392159059294,-83.56392159059294,-52.473566701633814,1841,-1595.401889634446,1595.401889634446
2018,LA,Total,"(0, 1, 1)",1,281.6640861907217,[281.66406659 281.66410579],-45.56392159059294,-81.56392159059294,-51.08727234051393,613,-331.3359138092783,331.3359138092783
2019,LA,Total,"(0, 1, 1)",2,274.9859496036406,[274.98592189 274.98597732],-45.56392159059294,-81.56392159059294,-51.08727234051393,720,-445.0140503963594,445.0140503963594
2020,LA,Total,"(0, 1, 1)",3,262.96395766191563,[262.96392371 262.96399161],-45.56392159059294,-81.56392159059294,-51.08727234051393,652,-389.03604233808437,389.03604233808437
2021,LA,Total,"(0, 1, 1)",4,245.59811036555402,[245.59807117 245.59814956],-45.56392159059294,-81.56392159059294,-51.08727234051393,1841,-1595.401889634446,1595.401889634446
2018,LA,Total,"(0, 1, 2)",1,281.6640861907217,[281.66406659 281.66410579],-43.56392159059294,-80.23058825725961,-49.70097797939403,613,-331.3359138092783,331.3359138092783
2019,LA,Total,"(0, 1, 2)",2,274.9859496036406,[274.98592189 274.98597732],-43.56392159059294,-80.23058825725961,-49.70097797939403,720,-445.0140503963594,445.0140503963594
2020,LA,Total,"(0, 1, 2)",3,262.96395766191563,[262.96392371 262.96399161],-43.56392159059294,-80.23058825725961,-49.70097797939403,652,-389.03604233808437,389.03604233808437
2021,LA,Total,"(0, 1, 2)",4,245.59811036555402,[245.59807117 245.59814956],-43.56392159059294,-80.23058825725961,-49.70097797939403,1841,-1595.401889634446,1595.401889634446
2018,LA,Total,"(0, 2, 0)",1,327.4280944172915,[327.42807482 327.42811402],-46.718780438570946,-82.71878043857095,-53.929882129226066,613,-285.5719055827085,285.5719055827085
2019,LA,Total,"(0, 2, 0)",2,371.86944624532043,[371.86940242 371.86949007],-46.718780438570946,-82.71878043857095,-53.929882129226066,720,-348.13055375467957,348.13055375467957
2020,LA,Total,"(0, 2, 0)",3,416.3240494141719,[416.32397608 416.32412275],-46.718780438570946,-82.71878043857095,-53.929882129226066,652,-235.6759505858281,235.6759505858281
2021,LA,Total,"(0, 2, 0)",4,460.7919039238459,[460.79179657 460.79201128],-46.718780438570946,-82.71878043857095,-53.929882129226066,1841,-1380.208096076154,1380.208096076154
2018,LA,Total,"(0, 2, 1)",1,327.4280944172915,[327.42807482 327.42811402],-44.718780438570775,-80.71878043857078,-52.83126984055779,613,-285.5719055827085,285.5719055827085
2019,LA,Total,"(0, 2, 1)",2,371.86944624532043,[371.86940242 371.86949007],-44.718780438570775,-80.71878043857078,-52.83126984055779,720,-348.13055375467957,348.13055375467957
2020,LA,Total,"(0, 2, 1)",3,416.3240494141719,[416.32397608 416.32412275],-44.718780438570775,-80.71878043857078,-52.83126984055779,652,-235.6759505858281,235.6759505858281
2021,LA,Total,"(0, 2, 1)",4,460.7919039238459,[460.79179657 460.79201128],-44.718780438570775,-80.71878043857078,-52.83126984055779,1841,-1380.208096076154,1380.208096076154
2018,LA,Total,"(0, 2, 2)",1,327.4280944172915,[327.42807482 327.42811402],-42.718780438570775,-79.38544710523745,-51.73265755188967,613,-285.5719055827085,285.5719055827085
2019,LA,Total,"(0, 2, 2)",2,371.86944624532043,[371.86940242 371.86949007],-42.718780438570775,-79.38544710523745,-51.73265755188967,720,-348.13055375467957,348.13055375467957
2020,LA,Total,"(0, 2, 2)",3,416.3240494141719,[416.32397608 416.32412275],-42.718780438570775,-79.38544710523745,-51.73265755188967,652,-235.6759505858281,235.6759505858281
2021,LA,Total,"(0, 2, 2)",4,460.7919039238459,[460.79179657 460.79201128],-42.718780438570775,-79.38544710523745,-51.73265755188967,1841,-1380.208096076154,1380.208096076154
2018,LA,Total,"(1, 1, 0)",1,281.66408619072536,[281.66406659 281.66410579],-48.01301676537747,-84.01301676537747,-53.53636751529846,613,-331.33591380927464,331.33591380927464
2019,LA,Total,"(1, 1, 0)",2,274.98594960364426,[274.98592716 274.98597205],-48.01301676537747,-84.01301676537747,-53.53636751529846,720,-445.01405039635574,445.01405039635574
2020,LA,Total,"(1, 1, 0)",3,262.96395766191927,[262.96393079 262.96398453],-48.01301676537747,-84.01301676537747,-53.53636751529846,652,-389.03604233808073,389.03604233808073
2021,LA,Total,"(1, 1, 0)",4,245.59811036555766,[245.59808048 245.59814025],-48.01301676537747,-84.01301676537747,-53.53636751529846,1841,-1595.4018896344423,1595.4018896344423
2018,LA,Total,"(1, 1, 1)",1,281.6640861907217,[281.66406659 281.66410579],-43.56392159059294,-80.23058825725961,-49.70097797939403,613,-331.3359138092783,331.3359138092783
2019,LA,Total,"(1, 1, 1)",2,274.9859496036406,[274.98592189 274.98597732],-43.56392159059294,-80.23058825725961,-49.70097797939403,720,-445.0140503963594,445.0140503963594
2020,LA,Total,"(1, 1, 1)",3,262.96395766191563,[262.96392371 262.96399161],-43.56392159059294,-80.23058825725961,-49.70097797939403,652,-389.03604233808437,389.03604233808437
2021,LA,Total,"(1, 1, 1)",4,245.59811036555402,[245.59807117 245.59814956],-43.56392159059294,-80.23058825725961,-49.70097797939403,1841,-1595.401889634446,1595.401889634446
2018,LA,Total,"(1, 1, 2)",1,281.6640861907217,[281.66406659 281.66410579],-41.56392159059294,-79.27820730487866,-48.314683618274145,613,-331.3359138092783,331.3359138092783
2019,LA,Total,"(1, 1, 2)",2,274.9859496036406,[274.98592189 274.98597732],-41.56392159059294,-79.27820730487866,-48.314683618274145,720,-445.0140503963594,445.0140503963594
2020,LA,Total,"(1, 1, 2)",3,262.96395766191563,[262.96392371 262.96399161],-41.56392159059294,-79.27820730487866,-48.314683618274145,652,-389.03604233808437,389.03604233808437
2021,LA,Total,"(1, 1, 2)",4,245.59811036555402,[245.59807117 245.59814956],-41.56392159059294,-79.27820730487866,-48.314683618274145,1841,-1595.401889634446,1595.401889634446
2018,LA,Total,"(1, 2, 0)",1,327.4280944172915,[327.42807482 327.42811402],-44.718780438570946,-80.71878043857095,-52.83126984055796,613,-285.5719055827085,285.5719055827085
2019,LA,Total,"(1, 2, 0)",2,371.86944624532043,[371.86940242 371.86949007],-44.718780438570946,-80.71878043857095,-52.83126984055796,720,-348.13055375467957,348.13055375467957
2020,LA,Total,"(1, 2, 0)",3,416.3240494141719,[416.32397608 416.32412275],-44.718780438570946,-80.71878043857095,-52.83126984055796,652,-235.6759505858281,235.6759505858281
2021,LA,Total,"(1, 2, 0)",4,460.7919039238459,[460.79179657 460.79201128],-44.718780438570946,-80.71878043857095,-52.83126984055796,1841,-1380.208096076154,1380.208096076154
2018,LA,Total,"(1, 2, 1)",1,327.4280944172915,[327.42807482 327.42811402],-42.718780438570775,-79.38544710523745,-51.73265755188967,613,-285.5719055827085,285.5719055827085
2019,LA,Total,"(1, 2, 1)",2,371.86944624532043,[371.86940242 371.86949007],-42.718780438570775,-79.38544710523745,-51.73265755188967,720,-348.13055375467957,348.13055375467957
2020,LA,Total,"(1, 2, 1)",3,416.3240494141719,[416.32397608 416.32412275],-42.718780438570775,-79.38544710523745,-51.73265755188967,652,-235.6759505858281,235.6759505858281
2021,LA,Total,"(1, 2, 1)",4,460.7919039238459,[460.79179657 460.79201128],-42.718780438570775,-79.38544710523745,-51.73265755188967,1841,-1380.208096076154,1380.208096076154
2018,LA,Total,"(1, 2, 2)",1,327.4280944172915,[327.42807482 327.42811402],-40.718780438570775,-78.4330661528565,-50.634045263221566,613,-285.5719055827085,285.5719055827085
2019,LA,Total,"(1, 2, 2)",2,371.86944624532043,[371.86940242 371.86949007],-40.718780438570775,-78.4330661528565,-50.634045263221566,720,-348.13055375467957,348.13055375467957
2020,LA,Total,"(1, 2, 2)",3,416.3240494141719,[416.32397608 416.32412275],-40.718780438570775,-78.4330661528565,-50.634045263221566,652,-235.6759505858281,235.6759505858281
2021,LA,Total,"(1, 2, 2)",4,460.7919039238459,[460.79179657 460.79201128],-40.718780438570775,-78.4330661528565,-50.634045263221566,1841,-1380.208096076154,1380.208096076154
2018,LA,Total,"(2, 1, 0)",1,281.6640861907217,[281.66406659 281.66410579],-43.72291570793165,-80.38958237459832,-49.85997209673274,613,-331.3359138092783,331.3359138092783
2019,LA,Total,"(2, 1, 0)",2,274.9859496036406,[274.98592293 274.98597627],-43.72291570793165,-80.38958237459832,-49.85997209673274,720,-445.0140503963594,445.0140503963594
2020,LA,Total,"(2, 1, 0)",3,262.96395766191563,[262.96392468 262.96399064],-43.72291570793165,-80.38958237459832,-49.85997209673274,652,-389.03604233808437,389.03604233808437
2021,LA,Total,"(2, 1, 0)",4,245.59811036555402,[245.5980722  245.59814853],-43.72291570793165,-80.38958237459832,-49.85997209673274,1841,-1595.401889634446,1595.401889634446
2018,LA,Total,"(2, 1, 1)",1,281.6640861907217,[281.66406659 281.66410579],-41.56392159059294,-79.27820730487866,-48.314683618274145,613,-331.3359138092783,331.3359138092783
2019,LA,Total,"(2, 1, 1)",2,274.9859496036406,[274.98592189 274.98597732],-41.56392159059294,-79.27820730487866,-48.314683618274145,720,-445.0140503963594,445.0140503963594
2020,LA,Total,"(2, 1, 1)",3,262.96395766191563,[262.96392371 262.96399161],-41.56392159059294,-79.27820730487866,-48.314683618274145,652,-389.03604233808437,389.03604233808437
2021,LA,Total,"(2, 1, 1)",4,245.59811036555402,[245.59807117 245.59814956],-41.56392159059294,-79.27820730487866,-48.314683618274145,1841,-1595.401889634446,1595.401889634446
2018,LA,Total,"(2, 1, 2)",1,281.6640861907217,[281.66406659 281.66410579],-39.56392159059294,-78.56392159059294,-46.92838925715425,613,-331.3359138092783,331.3359138092783
2019,LA,Total,"(2, 1, 2)",2,274.9859496036406,[274.98592189 274.98597732],-39.56392159059294,-78.56392159059294,-46.92838925715425,720,-445.0140503963594,445.0140503963594
